SPG21	[0.14832344 0.00042383]
ADH5	[-0.0335581   0.42760953]
LEPROT	[-0.03354717  0.42776008]
PI4K2A	[-0.0335318   0.42797191]
ZDBF2	[-0.0335318   0.42797195]
ZNF449	[-0.03352657  0.4280441 ]
POLDIP3	[0.03352589 0.42805347]
EGLN1	[-0.03352165  0.42811184]
TNPO3	[0.0335206  0.42812641]
LGALS1	[-0.03351781  0.42816476]
MAGI2	[-0.03351749  0.4281692 ]
LINGO1	[-0.03351376  0.42822063]
DNAJB7	[-0.03351289  0.42823265]
PSMC4	[-0.03350566  0.42833233]
PAFAH1B2	[0.03350442 0.42834942]
RY1	[0.03350173 0.42838655]
FAS	[-0.0335016   0.42838833]
TFAP2A	[0.033494   0.42849314]
LOC196993	[-0.03346864  0.42884309]
CSTF1	[0.0334634  0.42891543]
C8orf55	[-0.03346295  0.42892166]
ABHD8	[-0.03345401  0.42904495]
TMEM105	[-0.03345064  0.42909145]
ARL9	[-0.03345033  0.42909574]
tcag7.350	[0.03344782 0.42913048]
KIAA0841	[-0.03344129  0.42922056]
OR2G2	[-0.03343643  0.42928775]
PRIMA1	[0.03343063 0.42936775]
ZG16	[-0.03342365  0.42946425]
ZNF624	[-0.03342212  0.42948536]
PRDX3	[0.03342056 0.4295069 ]
C14orf145	[0.03341864 0.42953344]
MRP63	[-0.03341403  0.42959707]
MRPL18	[-0.03340938  0.42966127]
GRPEL2	[-0.03340214  0.42976135]
AMICA1	[-0.03340141  0.42977142]
NCOA3	[0.03340051 0.42978394]
VWA1	[-0.03339972  0.42979481]
CYB5R3	[-0.0333986   0.42981032]
SUCLA2	[0.03339311 0.42988621]
ITGAD	[-0.03338905  0.42994221]
LOC126520	[-0.03337891  0.43008245]
EDARADD	[-0.03337431  0.43014595]
ZNF571	[-0.0333718  0.4301807]
GPER	[-0.03336422  0.4302855 ]
TOX2	[-0.0333616   0.43032175]
ARHGAP22	[0.03333386 0.43070536]
ATP2A3	[-0.03333254  0.43072367]
SYT7	[-0.03332827  0.43078274]
MPN2	[-0.03332526  0.43082437]
CENTB2	[0.03332506 0.43082717]
REN	[-0.03331465  0.43097129]
NRL	[-0.0333125   0.43100101]
DSG3	[-0.03331057  0.43102773]
RPA3	[-0.03330622  0.43108798]
WNT10B	[-0.03329803  0.43120137]
VCPIP1	[0.03329669 0.4312199 ]
KIAA1199	[0.0332892  0.43132359]
PSIP1	[0.03328874 0.43132996]
SUSD2	[0.03328854 0.43133265]
NFKBIZ	[0.0332858  0.43137069]
PIGT	[-0.03328144  0.43143101]
TMC5	[0.03328132 0.43143264]
CYP4X1	[0.03327366 0.43153871]
ARHGAP27	[-0.03327022  0.43158636]
DLST	[0.03326799 0.43161732]
KCTD3	[-0.03326798  0.43161747]
APOBEC3G	[-0.03326658  0.43163686]
IKZF5	[0.0332619  0.43170165]
MYH13	[-0.03325611  0.43178189]
ABHD13	[0.03325372 0.43181494]
CASP4	[0.03324761 0.43189962]
WDHD1	[0.03324597 0.43192238]
MAP3K1	[0.033243   0.43196349]
H1FNT	[-0.0332421   0.43197609]
SLC25A45	[-0.03324163  0.43198253]
RSPO2	[-0.03324082  0.43199381]
RPA1	[0.03323993 0.43200607]
PCGF3	[-0.03323671  0.4320507 ]
RNF103	[0.03322764 0.43217648]
SEMA3G	[-0.03322557  0.43220521]
KIFC3	[-0.03322546  0.43220667]
PPP1R2P1	[-0.0332251   0.43221165]
CORO1A	[-0.03321432  0.43236114]
CRISPLD1	[0.03320901 0.43243481]
OR13C8	[-0.03320663  0.43246775]
STOX1	[-0.03320401  0.4325041 ]
tcag7.1015	[0.03320018 0.43255724]
FUT8	[0.03319918 0.4325711 ]
SLIT2	[-0.03319452  0.4326357 ]
RABGGTB	[0.03319074 0.43268819]
STAU2	[0.0331891  0.43271084]
ARF5	[-0.0331842   0.43277884]
BCAM	[0.03317626 0.43288906]
TNFAIP8L3	[-0.0331738   0.43292315]
ALDOC	[0.03317067 0.4329666 ]
PLCXD3	[0.03317018 0.43297337]
RECQL5	[-0.03316474  0.43304887]
CHD5	[-0.03316011  0.43311317]
POLR2J2	[-0.03315583  0.43317257]
SEC14L5	[-0.03314425  0.43333336]
IMMT	[0.03313941 0.43340055]
NDUFA3	[0.0331374  0.43342848]
BDKRB1	[-0.03313069  0.43352165]
TMBIM4	[0.033125   0.43360063]
HMG2L1	[-0.03312203  0.43364188]
IFI6	[-0.03311922  0.43368086]
SSX2	[-0.03311698  0.43371209]
IGF1	[0.03311684 0.43371401]
GABRR1	[-0.03311246  0.43377476]
DDX49	[0.03310996 0.43380958]
FLJ10357	[-0.03310429  0.43388834]
CUTC	[0.0330948  0.43402016]
BRUNOL6	[-0.03309471  0.43402145]
SMEK2	[-0.03308684  0.43413084]
CALM2	[-0.03307642  0.4342756 ]
OR5P2	[0.03307408 0.43430821]
TRIM40	[-0.03306513  0.43443262]
PDIA4	[-0.03306487  0.43443627]
C3orf57	[-0.0330638   0.43445113]
PRKAB1	[-0.0330615   0.43448315]
ZNF273	[-0.03304855  0.43466314]
ZNF80	[-0.03304419  0.43472381]
EPM2AIP1	[-0.03303922  0.43479302]
LCN6	[0.03302842 0.43494321]
ATF6	[-0.03302654  0.43496932]
HECA	[-0.03302496  0.4349914 ]
MRPL28	[-0.03302347  0.43501204]
RNF11	[-0.03301686  0.43510405]
GPR172A	[-0.03301534  0.43512519]
TRBV3-1	[-0.03301289  0.43515934]
LIN7B	[-0.03301078  0.43518872]
CISD1	[0.03299656 0.43538663]
ATP6V1F	[-0.03299586  0.43539641]
EGLN2	[-0.03299548  0.43540169]
HELLS	[0.0329953  0.43540421]
TERT	[-0.03299525  0.43540488]
SHARPIN	[-0.03299397  0.43542262]
TEX13B	[-0.03299294  0.435437  ]
PUS7	[0.03298642 0.43552778]
ATP1B3	[0.03298536 0.43554255]
C12orf12	[-0.03298306  0.43557464]
SEPW1	[-0.0329785   0.43563812]
KCNJ3	[-0.03297731  0.43565466]
HECW2	[-0.03297707  0.43565805]
LAGE3	[-0.03297601  0.43567274]
CD160	[-0.03297376  0.43570415]
PLAUR	[-0.03296916  0.43576813]
SPR	[0.03295954 0.43590217]
NFE2L3	[0.0329583  0.43591948]
C20orf46	[-0.03295319  0.43599066]
TPPP3	[0.03294861 0.43605447]
LOC442245	[-0.0329486   0.43605464]
T	[-0.0329482   0.43606021]
PHKG1	[-0.03294655  0.43608322]
MBD5	[0.03293818 0.4361998 ]
ZNF75A	[-0.03293754  0.43620877]
YPEL5	[-0.03293538  0.43623883]
MNAT1	[0.03292934 0.43632306]
RBP7	[-0.03292362  0.43640278]
SLC8A3	[-0.03292327  0.43640764]
GLI4	[-0.03291652  0.43650179]
IL1A	[-0.03291643  0.436503  ]
OR7E24	[0.03291557 0.436515  ]
EYA3	[0.03291374 0.43654049]
DECR2	[-0.03290875  0.43661008]
MRPL3	[0.03290825 0.43661703]
BCL2L12	[0.03289999 0.43673222]
C6orf85	[-0.03289853  0.43675253]
FSD1	[-0.03289449  0.4368089 ]
LEP	[0.03289225 0.4368402 ]
S100A14	[-0.03288332  0.43696483]
SERGEF	[0.03288315 0.43696715]
HOXD9	[-0.03288047  0.43700453]
FRY	[0.03287199 0.43712287]
FADD	[0.03287161 0.43712816]
FCRL1	[-0.03287003  0.43715024]
MAG	[-0.03286861  0.43717002]
RHCG	[-0.03286524  0.43721698]
ZC3H7B	[0.03286257 0.43725425]
ZNF175	[0.03285909 0.43730282]
WIT1	[0.03283687 0.43761308]
C6orf162	[0.03282678 0.437754  ]
ZNF688	[-0.03282543  0.43777283]
FAM12B	[-0.03281648  0.43789774]
TSC22D1	[0.03281256 0.43795257]
GPR26	[-0.03281071  0.43797837]
SNTB1	[-0.03280455  0.43806442]
DSP	[0.0327963  0.43817972]
OR6T1	[-0.03279479  0.43820087]
INE1	[0.03279376 0.43821519]
VPS11	[0.03279376 0.43821527]
ZNF521	[0.03279215 0.43823768]
WASF4	[0.03277732 0.438445  ]
METTL4	[0.03277585 0.43846553]
C1orf183	[-0.03277077  0.43853651]
C20orf77	[-0.03277014  0.43854535]
TMEM185A	[0.03276991 0.43854854]
CTAGE3	[-0.03276891  0.4385625 ]
LOC407835	[-0.03276698  0.43858956]
AP3M2	[0.03276398 0.43863148]
EREG	[-0.03275497  0.4387574 ]
ZFX	[0.03275416 0.43876877]
TMEM18	[-0.0327499   0.43882827]
TARS	[0.03274809 0.43885359]
TSPYL1	[0.03274258 0.43893071]
CSPP1	[0.03273411 0.43904915]
FAM62B	[-0.03272376  0.43919392]
ABCC9	[-0.03272136  0.43922753]
C21orf51	[0.03271556 0.43930873]
LMAN2	[-0.03271336  0.43933948]
FAM126A	[-0.032705    0.43945646]
IGF1R	[0.03270383 0.43947288]
STRN	[0.03269431 0.43960617]
MS4A4A	[-0.03268588  0.43972422]
ATAD4	[-0.03268488  0.4397381 ]
ZBTB22	[-0.03268163  0.43978368]
EXOC1	[0.03267968 0.43981098]
PAPPA	[-0.03267725  0.43984494]
ACSBG2	[-0.03267519  0.43987387]
BMX	[-0.03267274  0.43990813]
RNF2	[-0.03267166  0.43992325]
SRD5A2	[-0.0326696   0.43995211]
XKR5	[0.03266893 0.43996151]
C3orf39	[-0.03266334  0.44003977]
CRIP1	[0.03266286 0.4400466 ]
IL7	[-0.03266247  0.44005204]
RPL21	[0.03266216 0.4400563 ]
C12orf32	[-0.03265874  0.44010426]
FKRP	[-0.03264809  0.4402535 ]
POMC	[-0.03264649  0.44027588]
VGLL1	[0.03264064 0.44035784]
ZNF671	[-0.03263956  0.44037303]
GCSH	[0.03263651 0.44041573]
XAGE5	[-0.0326358   0.44042567]
CCPG1	[-0.03263514  0.44043491]
TCTN1	[-0.03262625  0.44055945]
LMAN1L	[-0.03262437  0.44058586]
ANKRD32	[0.03261847 0.44066853]
TACSTD1	[-0.03261051  0.44078016]
ALDH16A1	[-0.03259755  0.44096185]
TMEM107	[0.03259627 0.44097984]
C10orf10	[0.03259548 0.4409909 ]
SSR3	[0.03258912 0.44108013]
NXNL1	[-0.03258741  0.44110412]
CAMKK1	[0.03258526 0.44113428]
SLC12A9	[-0.0325667   0.44139462]
RPLP1	[0.03255844 0.44151054]
FLJ21062	[-0.03255676  0.44153408]
CATSPER1	[-0.03255511  0.4415572 ]
UROC1	[-0.03255042  0.44162314]
GLG1	[0.03254383 0.44171553]
C3orf62	[0.03252889 0.44192527]
RAB3D	[0.03252865 0.44192866]
RPS4Y1	[0.03252414 0.44199197]
ARHGAP28	[-0.03251599  0.44210642]
RWDD1	[-0.03251323  0.4421452 ]
C14orf161	[0.03250382 0.44227747]
LOC439951	[-0.03249485  0.44240351]
NUDT11	[-0.0324865  0.4425207]
ZNF107	[-0.03248599  0.442528  ]
RBMXL2	[-0.03248348  0.44256321]
RFX3	[0.03248122 0.4425949 ]
LRRC8D	[-0.03247997  0.4426125 ]
C17orf64	[0.03247948 0.44261945]
ZFPM1	[-0.0324792   0.44262342]
PLSCR3	[0.03247634 0.44266353]
ORC4L	[0.03247528 0.4426784 ]
MAPT	[-0.03247356  0.44270259]
C13orf1	[0.03247309 0.44270924]
FLJ20273	[0.03247305 0.4427098 ]
C22orf32	[-0.03247248  0.44271787]
SNX2	[0.03247072 0.4427425 ]
ADAT3	[0.03247051 0.44274548]
PASD1	[-0.03247003  0.44275229]
NPY1R	[-0.03246559  0.44281467]
SSTR2	[-0.03245832  0.44291686]
AMPD3	[-0.03245681  0.44293812]
GTF2H1	[0.03245416 0.44297531]
HSD11B2	[0.0324518  0.44300851]
VIPR1	[-0.03243714  0.44321472]
TP53I11	[0.0324285  0.44333618]
SQSTM1	[-0.03242699  0.44335739]
WFDC9	[-0.03242338  0.44340817]
OR10V1	[-0.03242049  0.44344891]
FLJ43806	[0.03241983 0.44345815]
EMCN	[-0.0324167   0.44350223]
AGPAT1	[-0.03241262  0.44355955]
C6orf136	[-0.03240979  0.4435994 ]
LYPLA3	[-0.03240373  0.44368477]
CSTF2	[0.03240126 0.4437195 ]
TMIGD2	[-0.03240083  0.44372548]
LOC653391	[-0.03238757  0.44391224]
EDEM3	[-0.03238669  0.44392454]
USP40	[0.03238226 0.44398687]
CALR	[0.03238122 0.44400162]
GNG2	[-0.03238009  0.44401741]
PRPF38B	[0.03236984 0.44416173]
KCNA10	[-0.03236482  0.44423248]
UNQ9391	[-0.03235775  0.44433201]
GALNT9	[0.03235233 0.44440847]
DHCR24	[0.03234931 0.44445094]
PDE6G	[0.03234906 0.44445452]
TSHZ1	[0.03234516 0.44450938]
FAM120C	[-0.03234345  0.44453351]
TTTY11	[-0.03234122  0.44456497]
TGM3	[-0.03233536  0.44464742]
EPS8L2	[0.03233519 0.4446499 ]
TCP10	[-0.03233042  0.44471712]
CD70	[-0.03232933  0.44473251]
HIST1H4E	[-0.03231935  0.44487304]
SLC1A7	[-0.03231763  0.4448974 ]
MAGED2	[0.03231571 0.4449244 ]
GPR180	[0.03231254 0.44496914]
C1QL3	[-0.03231182  0.44497917]
IFIH1	[-0.03230293  0.44510455]
MAGEA5	[0.03229483 0.44521882]
SCARA3	[0.0322917  0.44526295]
HIST1H2BN	[-0.03228814  0.44531314]
ZMYM6	[-0.03228299  0.44538571]
PRDX1	[0.0322821  0.44539823]
PEX1	[-0.03227959  0.44543375]
ASCL3	[-0.032263    0.44566771]
H2AFV	[-0.03226182  0.44568431]
FLJ32065	[-0.03225777  0.4457415 ]
ROM1	[0.03225243 0.4458168 ]
HOXD4	[0.03224833 0.44587477]
FAM123A	[-0.03224492  0.44592283]
C10orf97	[0.0322349  0.44606433]
KSR2	[-0.03223416  0.44607467]
C12orf45	[0.03223368 0.44608146]
USP5	[-0.03223037  0.44612829]
SLC34A1	[-0.0322224   0.44624081]
HLA-F	[-0.03221937  0.44628357]
BLMH	[-0.03221723  0.44631376]
CLEC2D	[-0.03221626  0.44632749]
EFEMP2	[0.03221555 0.44633742]
D15Wsu75e	[-0.03220709  0.446457  ]
TCEB2	[0.03220334 0.44650987]
PTP4A3	[-0.03219771  0.44658937]
TUBGCP4	[0.03219745 0.44659312]
TMPRSS9	[-0.03219361  0.44664728]
UBFD1	[-0.03219086  0.44668621]
PPP1R14C	[0.03218197 0.44681184]
CNN3	[-0.03217476  0.44691361]
PARP3	[0.03217112 0.44696506]
PRSS22	[-0.03216849  0.44700226]
AGXT	[-0.03216702  0.44702311]
MAP3K13	[0.03216692 0.44702447]
LOC146167	[-0.03216613  0.44703564]
KLK5	[0.03216179 0.44709696]
TIGD2	[-0.0321609   0.44710951]
CRIP3	[-0.03214516  0.44733208]
C19orf2	[0.03214373 0.44735225]
KLRC1	[-0.0321432   0.44735973]
EPS8L3	[-0.03214242  0.44737075]
PRSS7	[-0.03214212  0.44737507]
CCDC65	[0.03214057 0.44739691]
VPS37A	[0.03213911 0.44741756]
KCNK4	[-0.0321369   0.44744891]
TMEM121	[-0.03213476  0.44747919]
GPR155	[-0.03212551  0.44760991]
FSCN1	[-0.03212406  0.44763044]
BRS3	[-0.0321157   0.44774863]
ARMCX2	[0.03211516 0.4477563 ]
ATP9A	[-0.03211441  0.44776696]
FKBP10	[-0.03210973  0.44783309]
C8orf79	[-0.0320977  0.4480033]
KCNK10	[-0.03209533  0.44803688]
THSD4	[0.03207683 0.44829867]
HACL1	[0.03206893 0.44841063]
USH1C	[-0.03206696  0.4484385 ]
ZGPAT	[-0.03206282  0.44849714]
C9orf46	[0.03206127 0.44851899]
SMCR7	[-0.03206001  0.44853693]
NLRP1	[0.03205812 0.4485637 ]
TXNL4B	[-0.03204484  0.44875171]
C6orf123	[-0.03204429  0.44875956]
HEBP1	[-0.03204057  0.44881222]
CCL19	[-0.0320343   0.44890099]
SCAMP3	[-0.03203148  0.44894093]
WDR13	[0.03203051 0.44895474]
NFRKB	[0.03202417 0.44904456]
CITED2	[-0.03201613  0.44915841]
SLC26A11	[-0.03201089  0.44923278]
STMN4	[-0.03201087  0.44923306]
CYP2J2	[0.03200465 0.44932113]
FOLR2	[-0.03199615  0.44944172]
SLC25A42	[-0.03199465  0.44946288]
CKLF	[0.03199322 0.44948318]
CHRAC1	[-0.03197662  0.44971864]
TSGA14	[-0.03197579  0.44973032]
SCN3B	[-0.0319742   0.44975285]
KIAA1715	[-0.03197125  0.44979476]
DNASE1L3	[-0.03196878  0.44982978]
RPGRIP1L	[0.03196341 0.4499059 ]
FAM102B	[-0.03195914  0.44996654]
AXUD1	[0.0319581  0.44998126]
C17orf75	[-0.03195363  0.45004461]
TMC4	[0.03194609 0.45015166]
FAM40B	[-0.0319447   0.45017139]
PHF13	[-0.03193847  0.45025985]
TACR3	[-0.03193184  0.45035386]
EXOSC1	[0.0319311  0.45036433]
TRAM2	[-0.03193075  0.45036938]
LIN28B	[0.03192975 0.4503835 ]
DCTN2	[0.03192915 0.45039203]
RELL1	[-0.03192525  0.45044745]
GOSR1	[-0.03192317  0.45047688]
SYT10	[-0.03191291  0.45062261]
HOTAIR	[-0.031912    0.45063545]
CNGA1	[-0.03190166  0.45078226]
NUDT12	[-0.03189883  0.45082254]
RHO	[-0.03189873  0.45082394]
FYCO1	[0.03189775 0.4508378 ]
C1orf131	[-0.03189714  0.45084651]
ZNF565	[-0.0318918  0.4509224]
LIN28	[-0.0318852   0.45101605]
AP1S3	[-0.03187861  0.45110972]
SMO	[-0.03187609  0.45114544]
PHACTR3	[-0.03187564  0.45115187]
WDR24	[-0.03187258  0.45119532]
SOHLH1	[-0.03186442  0.45131138]
TRIM41	[0.0318558  0.45143376]
TMEM180	[0.03183048 0.45179371]
SLCO4A1	[-0.03182844  0.45182269]
SRRM2	[0.0318224  0.45190857]
BDP1	[0.03181642 0.4519937 ]
FAM14A	[-0.03181488  0.45201558]
DOCK7	[0.03181191 0.45205774]
CEACAM5	[-0.03180801  0.45211327]
PAN3	[0.03180428 0.45216628]
RRP12	[0.03179853 0.45224811]
OR56A3	[-0.0317885   0.45239085]
SLC39A11	[-0.03178433  0.45245017]
VGLL3	[-0.03178081  0.45250025]
GALC	[0.03177567 0.4525734 ]
CD226	[-0.03176291  0.45275501]
ZNF251	[0.03174991 0.45294014]
LIMK2	[0.03174696 0.45298212]
PLG	[-0.03174651  0.45298856]
CTNNBL1	[0.03174068 0.45307153]
TAF6L	[0.03173959 0.45308705]
KLRC4	[-0.03173295  0.4531816 ]
C17orf65	[-0.03172528  0.45329082]
ITLN2	[-0.03172427  0.45330528]
ZNF133	[0.03172225 0.45333405]
CENPJ	[0.03171951 0.45337305]
HMGB2	[0.03171252 0.45347267]
ARL3	[-0.03169762  0.45368505]
CST4	[0.03169703 0.45369339]
XPR1	[-0.03169532  0.45371783]
MTX1	[-0.03169475  0.4537259 ]
RECQL	[-0.03169456  0.45372862]
HEATR1	[0.03169444 0.45373035]
ARL4C	[0.03168637 0.45384535]
UQCRFS1	[0.03168521 0.45386187]
APPBP2	[-0.03167772  0.45396863]
NLRP4	[0.03167527 0.45400353]
TLE2	[0.03167211 0.45404858]
HELB	[0.03166692 0.45412268]
C17orf32	[-0.03165657  0.4542702 ]
KCNE1L	[-0.03165369  0.45431132]
RIPK2	[0.03165358 0.45431294]
ProSAPiP1	[0.03164582 0.45442359]
NLRP9	[-0.03164444  0.45444329]
GFM2	[-0.03163662  0.45455483]
MGC71993	[-0.0316329   0.45460783]
PEG3	[0.03162853 0.45467027]
PPP1R14B	[0.03162339 0.45474353]
PPFIA3	[0.03161964 0.45479708]
C4orf23	[0.03161907 0.45480525]
ZNF627	[-0.03161728  0.45483078]
SFRP5	[-0.03161574  0.45485276]
MAP6	[-0.03160602  0.45499145]
RAB10	[0.03160159 0.45505475]
TMLHE	[0.03160029 0.45507325]
DHDH	[-0.03159596  0.45513515]
IER3IP1	[0.03158895 0.45523524]
ITPR3	[-0.03158805  0.45524799]
POU4F2	[-0.03158513  0.45528978]
NMD3	[0.03158183 0.45533692]
MRPL12	[-0.0315801   0.45536153]
ATP2C2	[-0.0315791   0.45537582]
REEP3	[0.03157797 0.45539194]
C5orf34	[0.03157677 0.45540912]
H2AFX	[0.03157529 0.45543026]
LIN54	[-0.03156888  0.45552185]
REXO1L1	[-0.03156827  0.45553057]
C14orf48	[-0.03156465  0.45558222]
DACT2	[-0.0315634  0.4556001]
RAB35	[-0.0315543   0.45573019]
ENTPD7	[-0.03154918  0.45580326]
C3orf49	[-0.03154811  0.45581851]
C4orf39	[-0.03154764  0.45582534]
OASL	[-0.03154163  0.45591119]
TCEA1	[-0.03153885  0.45595088]
EDC4	[0.03153841 0.45595724]
C9orf93	[-0.03153159  0.45605471]
KIAA1529	[0.03152884 0.45609396]
CCDC135	[0.03152619 0.4561319 ]
LOC100049076	[-0.03151934  0.45622974]
ATF2	[-0.03151186  0.45633668]
ZNHIT4	[-0.03151086  0.45635109]
TINAGL1	[0.03150655 0.45641266]
RP13-347D8.3	[-0.031505    0.45643477]
CCL25	[-0.03150193  0.45647871]
ZNF84	[0.03150055 0.45649841]
HSD17B13	[-0.03150044  0.4565    ]
DNAJB5	[-0.03149959  0.45651224]
ZNF140	[-0.03149666  0.45655412]
KIAA1688	[-0.03149602  0.45656331]
LAPTM4B	[0.03149484 0.45658018]
OR4K1	[-0.03149456  0.45658417]
PERP	[0.0314939  0.45659356]
MASP2	[-0.03148416  0.45673295]
ORMDL1	[0.03148229 0.45675958]
PCLKC	[-0.03148015  0.45679029]
OGFRL1	[-0.03147978  0.45679552]
CDCA8	[0.03147783 0.45682339]
HOXB2	[-0.03147568  0.45685421]
PRRG1	[0.0314744  0.45687254]
NTRK2	[-0.03147342  0.45688661]
SMUG1	[0.0314723  0.45690251]
THAP11	[-0.03145846  0.45710058]
C10orf58	[0.03145499 0.45715035]
AGPAT2	[0.03145005 0.45722099]
BMP4	[-0.03144866  0.4572409 ]
ZNF498	[-0.03142707  0.45754994]
CGA	[-0.0314248   0.45758252]
WARS2	[0.03142456 0.45758596]
BCL2	[0.0314228 0.4576111]
TMEM16G	[-0.03141848  0.45767307]
CFH	[0.03141739 0.45768855]
FAM136A	[-0.03141401  0.45773702]
LTBP1	[0.03141389 0.45773873]
HES7	[-0.0314099   0.45779587]
PEPD	[0.03140405 0.45787974]
PPM1L	[-0.03140362  0.45788592]
HS3ST5	[-0.0314011   0.45792199]
SP8	[-0.03139252  0.45804491]
ZFAND5	[0.03138967 0.45808569]
TCERG1L	[-0.03137526  0.45829218]
NLRC5	[-0.0313629   0.45846934]
GUCY1B3	[-0.03136245  0.45847584]
ING1	[0.0313599 0.4585124]
CREB3	[-0.03135903  0.45852493]
ZNF611	[0.03135368 0.45860155]
C20orf111	[0.0313528  0.45861426]
FLJ25801	[-0.03134665  0.45870234]
CD58	[-0.03134304  0.45875417]
ACAD10	[0.03134072 0.45878746]
MT1E	[0.03133751 0.45883343]
EID2B	[-0.03133284  0.45890044]
KCNJ1	[-0.03133281  0.45890082]
ZDHHC3	[0.03132771 0.45897405]
SYN3	[-0.03132568  0.45900316]
CPNE5	[-0.03131415  0.45916858]
FNDC7	[-0.03130991  0.45922936]
C20orf43	[0.03130563 0.45929077]
MRPS10	[-0.03129962  0.45937704]
EXOC3	[-0.03129783  0.45940277]
FOXJ1	[0.03129591 0.45943034]
C3orf34	[-0.03129468  0.459448  ]
ACSL5	[0.03129166 0.45949136]
SPINK5	[-0.03129039  0.4595095 ]
SERPINB8	[-0.03128687  0.45956001]
DYNLT3	[0.03128159 0.45963585]
MTMR4	[-0.03126333  0.45989802]
PMM1	[-0.03126182  0.45991972]
PDCD10	[-0.03125481  0.46002049]
SAMD4B	[-0.03124827  0.46011437]
C9orf3	[0.0312473  0.46012826]
MDP-1	[-0.0312461   0.46014553]
ATIC	[0.03124512 0.46015955]
PPM1J	[0.03122627 0.46043042]
AMZ1	[-0.03122233  0.46048712]
ZNF214	[-0.03122062  0.46051157]
TMEM117	[-0.03121969  0.460525  ]
RWDD4A	[0.03121664 0.46056882]
FKSG2	[-0.03121413  0.46060485]
SNTB2	[0.03121387 0.4606086 ]
OR2B2	[0.03120863 0.46068402]
SYMPK	[0.03120532 0.46073156]
DHRS4	[-0.03120413  0.4607487 ]
S100A11	[-0.03120073  0.46079747]
KLK10	[0.03119974 0.4608117 ]
ZNF695	[-0.03119944  0.46081602]
FBXO25	[0.03119847 0.46082998]
C20orf199	[0.031186   0.46100935]
C19orf30	[-0.03118472  0.46102776]
CRHBP	[-0.03118269  0.46105699]
CUTL1	[-0.03117958  0.4611017 ]
DFNB31	[-0.03117617  0.46115069]
ECE1	[-0.0311728   0.46119917]
KIAA1522	[0.03117251 0.46120337]
C17orf77	[-0.03116706  0.46128179]
MGC52498	[-0.03116451  0.46131837]
FASTKD2	[0.03116195 0.46135519]
MYOM2	[-0.03115787  0.461414  ]
RPS25	[-0.03115495  0.461456  ]
CCT6B	[0.03115137 0.46150746]
YIPF6	[-0.03115121  0.46150972]
ANAPC13	[0.03114891 0.46154287]
A4GNT	[-0.03114497  0.46159948]
KIAA0355	[-0.03113998  0.46167138]
PNLIPRP1	[-0.03113984  0.46167342]
MEX3C	[0.03113847 0.46169305]
SLC47A1	[-0.03112896  0.46182994]
ZBTB48	[-0.03112458  0.461893  ]
CHSY1	[-0.03112003  0.46195855]
CDH13	[-0.03111996  0.46195956]
C10orf30	[0.03111725 0.46199859]
JUND	[0.0311172  0.46199922]
EIF4A1	[0.0311154  0.46202511]
C19orf25	[-0.03111287  0.4620616 ]
TMEM101	[-0.03110552  0.46216738]
KLRG1	[-0.03110491  0.46217618]
ACR	[-0.03110374  0.46219309]
ATG3	[-0.03110135  0.46222748]
TAS2R7	[-0.03109     0.46239103]
PYGL	[0.03108547 0.46245628]
ITGA7	[-0.03107186  0.46265236]
IFT52	[0.03106735 0.46271729]
PMP2	[-0.03106581  0.4627395 ]
SERINC5	[-0.03106323  0.46277666]
C9orf125	[0.03105958 0.46282927]
TYSND1	[-0.03105456  0.46290157]
MYO15A	[-0.03105439  0.4629041 ]
TM7SF4	[-0.03105434  0.4629047 ]
TTTY9A	[-0.03105163  0.46294389]
LRPAP1	[0.03105061 0.46295848]
MXRA5	[-0.03104966  0.4629723 ]
C1orf31	[-0.03104948  0.46297477]
TESC	[-0.0310424   0.46307688]
DUSP9	[-0.03104062  0.46310257]
NIBP	[-0.03104054  0.46310371]
C21orf119	[-0.03102864  0.46327525]
GSTM2	[0.03102648 0.46330639]
ZNF114	[0.03102432 0.46333755]
RASGRP4	[-0.03102223  0.46336775]
CXorf20	[-0.03102013  0.46339801]
KLK12	[-0.03101409  0.46348503]
SCYL1BP1	[-0.03101262  0.46350626]
C14orf4	[0.03101035 0.46353906]
KCNJ8	[-0.03101032  0.46353946]
PRRX2	[-0.03100659  0.46359327]
KCNQ5	[0.03100595 0.46360253]
MGA	[0.03100332 0.46364049]
DUOX2	[0.03099774 0.4637209 ]
FAM112B	[-0.03099098  0.46381851]
CDRT4	[-0.03099003  0.4638322 ]
NGRN	[0.03098814 0.46385941]
VGLL2	[-0.03098078  0.46396571]
HYLS1	[0.03097704 0.46401967]
DHX35	[0.03096797 0.46415061]
MAGEE2	[-0.0309676   0.46415586]
HSPB2	[0.0309595  0.46427279]
CTGF	[0.03094147 0.46453322]
EML2	[0.0309334  0.46464969]
FAM69B	[-0.03092397  0.46478584]
NACAP1	[-0.03091915  0.46485559]
TRIM54	[-0.0309183   0.46486782]
DTD1	[0.03090732 0.46502648]
HSPA9	[0.03090545 0.46505351]
MFSD8	[-0.03090108  0.46511658]
FAM126B	[-0.03089811  0.46515956]
KBTBD5	[-0.0308976   0.46516686]
GRAP	[-0.03089047  0.46526998]
MRPL24	[0.03088859 0.46529713]
UBE1DC1	[0.0308801  0.46541987]
OR4M2	[-0.03087692  0.46546588]
ANKRD44	[-0.03087496  0.46549415]
